Customer ID,Customer Name,Country/Region,City,State,Postal Code,Region,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Transaction_Count_TY,Transaction_Count_LY,Transaction_Count_Change,Transaction_Count_Change_Type,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
TH-21235,Tiffany House,United States,Dallas,Texas,75081,Central,Existing Customer,36,M,2,College,Unknown,$80K - $120K,Blue,22,2,2,3,34516,1652,32864,0.854,39,35,4,Increase,1.294,0.048
RP-19390,Resi Pölking,United States,Cleveland,Ohio,44105,East,Attrited Customer,59,F,0,Post-Graduate,Married,$40K - $60K,Blue,40,1,4,1,1438.3,0,1438.3,1.038,23,12,11,Increase,0.353,0
RB-19570,Rob Beeghly,United States,Columbus,Indiana,47201,Central,Existing Customer,43,M,4,Unknown,Married,$60K - $80K,Blue,35,6,3,2,24396,1171,23225,0.655,17,18,-1,Decrease,1.125,0.048
CD-11980,Carol Darley,United States,Tyler,Texas,75701,Central,Existing Customer,46,F,1,Unknown,Married,Less than $40K,Blue,36,2,3,2,2474,2143,331,1.53,40,21,19,Increase,1,0.866
DJ-13630,Doug Jacobs,United States,New York City,New York,10024,East,Existing Customer,41,M,2,Uneducated,Married,$40K - $60K,Blue,32,5,1,3,5214,795,4419,0.707,23,9,14,Increase,1.3,0.152
GT-14635,Grant Thornton,United States,Burlington,North Carolina,27217,South,Existing Customer,51,F,2,Graduate,Married,Less than $40K,Blue,46,5,2,2,5207,1650,3557,0.708,20,18,2,Increase,0.538,0.317
MC-17845,Michael Chen,United States,Jackson,Mississippi,39212,South,Existing Customer,51,F,3,Unknown,Unknown,Less than $40K,Blue,25,2,2,2,9512,1082,8430,0.701,22,26,-4,Decrease,1.444,0.114
RA-19285,Ralph Arnett,United States,New York City,New York,10035,East,Existing Customer,43,F,4,Graduate,Divorced,Unknown,Blue,23,6,3,2,3187,2430,757,0.617,33,34,-1,Decrease,1.357,0.762
NP-18325,Naresj Patel,United States,Waynesboro,Virginia,22980,South,Attrited Customer,64,F,0,High School,Married,$40K - $60K,Blue,53,1,3,3,3353,0,3353,1.021,18,12,6,Increase,0.385,0
AB-10165,Alan Barnes,United States,Los Angeles,California,90036,West,Existing Customer,54,M,5,Graduate,Married,$60K - $80K,Blue,38,3,3,3,2290,1434,856,0.923,18,31,-13,Decrease,3.5,0.626
JO-15550,Jesus Ocampo,United States,Chester,Pennsylvania,19013,East,Existing Customer,48,M,3,Unknown,Single,$40K - $60K,Blue,43,6,1,3,5279,1115,4164,0.549,41,7,34,Increase,0.519,0.211
JK-15370,Jay Kimmel,United States,Long Beach,California,90805,West,Existing Customer,40,M,2,Uneducated,Divorced,$60K - $80K,Blue,29,5,3,0,23603,0,23603,0.795,31,19,12,Increase,1.067,0
BN-11470,Brad Norvell,United States,Cary,North Carolina,27511,South,Existing Customer,57,M,0,Uneducated,Married,$40K - $60K,Blue,45,6,2,2,2601,0,2601,0.814,32,36,-4,Decrease,0.684,0
DP-13165,David Philippe,United States,New York City,New York,10035,East,Existing Customer,45,M,4,Graduate,Single,$80K - $120K,Blue,40,4,3,0,6363,1029,5334,0.838,16,16,0,Decrease,1.286,0.162
TH-21550,Tracy Hopkins,United States,New York City,New York,10035,East,Existing Customer,41,M,3,High School,Single,$80K - $120K,Blue,36,4,3,3,8029,1576,6453,0.826,32,8,24,Increase,0.524,0.196
AP-10915,Arthur Prichep,United States,Palm Coast,Florida,32137,South,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,31,2,2,2,2410,1769,641,0.759,30,18,12,Increase,1.143,0.734
RS-19765,Roland Schwarz,United States,Mount Vernon,New York,10550,East,Attrited Customer,45,M,2,Graduate,Single,$60K - $80K,Blue,36,1,1,2,3401,0,3401,0.898,18,27,-9,Decrease,1,0
SV-20365,Seth Vernon,United States,Dover,Delaware,19901,East,Existing Customer,42,F,4,Uneducated,Married,Less than $40K,Blue,23,4,2,0,2260,1007,1253,0.84,33,37,-4,Decrease,0.737,0.446
CK-12325,Christine Kargatis,United States,Orem,Utah,84057,West,Existing Customer,47,M,4,Uneducated,Divorced,$80K - $120K,Blue,30,5,2,2,17682,2481,15201,1.302,31,36,-5,Decrease,1.214,0.14
RD-19810,Ross DeVincentis,United States,Los Angeles,California,90045,West,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,3,1,3,4206,1100,3106,0.587,22,16,6,Increase,1,0.262
MR-17545,Mathew Reese,United States,Philadelphia,Pennsylvania,19140,East,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3,2,34516,1440,33076,1.117,34,13,21,Increase,2.4,0.042
SC-20695,Steve Chapman,United States,Hialeah,Florida,33012,South,Existing Customer,41,M,4,High School,Unknown,$80K - $120K,Blue,36,4,3,0,23018,2168,20850,0.859,24,30,-6,Decrease,1.667,0.094
JF-15355,Jay Fein,United States,Austin,Texas,78745,Central,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2,3,5556,1711,3845,1.434,21,6,15,Increase,1.625,0.308
EG-13900,Emily Grady,United States,Oceanside,New York,11572,East,Attrited Customer,54,F,2,High School,Married,Unknown,Blue,44,3,3,1,6094,0,6094,1.129,14,28,-14,Decrease,0.273,0
DS-13030,Darrin Sayre,United States,Seattle,Washington,98115,West,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1,2,2939,1999,940,2.145,33,27,6,Increase,1.538,0.68
PO-19195,Phillina Ober,United States,Naperville,Illinois,60540,Central,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1,0,5362,1274,4088,1.015,41,53,-12,Decrease,0.783,0.238
SS-20875,Sung Shariari,United States,Dallas,Texas,75220,Central,Attrited Customer,48,M,2,High School,Married,$120K +,Blue,36,3,3,3,27126,0,27126,0.953,25,28,-3,Decrease,0.786,0
PB-19105,Peter Bühler,United States,Evanston,Illinois,60201,Central,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,3,2,3342,2517,825,0.771,30,14,16,Increase,0.765,0.753
RF-19735,Roland Fjeld,United States,Trenton,Michigan,48183,Central,Attrited Customer,54,F,4,Graduate,Married,Unknown,Blue,40,6,2,2,2532,2221,311,0.491,21,15,6,Increase,0.235,0.877
YC-21895,Yoseph Carroll,United States,San Francisco,California,94110,West,Existing Customer,54,F,3,Doctorate,Married,Unknown,Blue,46,2,2,3,1900,1376,524,0.89,45,49,-4,Decrease,0.607,0.724
DC-13285,Debra Catini,United States,Cottage Grove,Minnesota,55016,Central,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3,2,14546,1703,12843,0.955,27,32,-5,Decrease,0.588,0.117
CP-12340,Christine Phan,United States,New York City,New York,10009,East,Existing Customer,50,F,4,Doctorate,Single,Unknown,Blue,36,2,3,2,2521,1608,913,0.587,33,21,12,Increase,0.571,0.638
BF-11020,Barry Französisch,United States,Green Bay,Wisconsin,54302,Central,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4,3,16427,1682,14745,0.631,36,50,-14,Decrease,1.118,0.102
LH-17020,Lisa Hazard,United States,Columbus,Ohio,43229,East,Existing Customer,48,M,2,Graduate,Unknown,$40K - $60K,Blue,36,5,1,2,13068,1718,11350,0.607,28,8,20,Increase,0.556,0.131
CS-12250,Chris Selesnick,United States,Bossier City,Louisiana,71111,South,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,6,3,0,23218,1814,21404,1.178,37,35,2,Increase,2.083,0.078
AJ-10795,Anthony Johnson,United States,Saint Petersburg,Florida,33710,South,Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,36,5,1,3,3281,837,2444,1.859,29,11,18,Increase,1.417,0.255
BV-11245,Benjamin Venier,United States,Des Moines,Iowa,50315,Central,Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47,5,3,2,3096,2217,879,0.799,41,52,-11,Decrease,0.783,0.716
DL-12865,Dan Lawera,United States,Cincinnati,Ohio,45231,East,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,52,5,2,3,2052,1250,802,0.728,31,44,-13,Decrease,0.632,0.609
BM-11785,Bryan Mills,United States,Columbus,Ohio,43229,East,Existing Customer,38,F,1,High School,Unknown,Less than $40K,Blue,30,2,3,0,1438.3,583,855.3,0.888,24,11,13,Increase,1,0.405
LT-17110,Liz Thompson,United States,Lancaster,California,93534,West,Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,39,2,3,2,9432,1418,8014,0.612,26,13,13,Increase,0.368,0.15
JK-15730,Joe Kamberova,United States,Asheville,North Carolina,28806,South,Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,5,2,3,14938,2303,12635,0.804,27,6,21,Increase,2,0.154
ES-14020,Erica Smith,United States,San Francisco,California,94110,West,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3,2,2221,1343,878,0.869,30,26,4,Increase,1.308,0.605
RH-19495,Rick Hansen,United States,Rochester,Minnesota,55901,Central,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3,0,5731,1577,4154,0.657,26,24,2,Increase,0.444,0.275
CD-11920,Carlos Daly,United States,Lake Elsinore,California,92530,West,Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,33,2,2,3,34516,2061,32455,0.722,32,21,11,Increase,0.455,0.06
HW-14935,Helen Wasserman,United States,San Diego,California,92105,West,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,22,5,2,2,6985,1130,5855,0.963,44,57,-13,Decrease,0.76,0.162
MC-18130,Mike Caudle,United States,Monroe,Louisiana,71203,South,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,42,3,3,0,24221,1707,22514,0.816,40,28,12,Increase,0.538,0.07
GM-14440,Gary McGarr,United States,San Francisco,California,94122,West,Existing Customer,36,F,3,High School,Married,Unknown,Blue,24,4,1,1,15439,0,15439,0.742,43,46,-3,Decrease,0.536,0
PJ-19015,Pauline Johnson,United States,Santa Ana,California,92704,West,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3,2,21637,2030,19607,0.776,23,5,18,Increase,0.438,0.094
BW-11110,Bart Watters,United States,Milwaukee,Wisconsin,53209,Central,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,37,2,3,2,14543,0,14543,0.788,37,6,31,Increase,0.423,0
TR-21325,Toby Ritter,United States,Belleville,New Jersey,7109,East,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,2,1,1,9684,2475,7209,0.697,31,18,13,Increase,2.1,0.256
PG-18820,Patrick Gardner,United States,San Francisco,California,94110,West,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36,2,2,2,5007,930,4077,0.885,28,32,-4,Decrease,1.154,0.186
JL-15175,James Lanier,United States,Columbia,Tennessee,38401,South,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,54,3,2,0,1616,1047,569,0.984,33,42,-9,Decrease,1.2,0.648
BM-11650,Brian Moss,United States,New York City,New York,10035,East,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K,Blue,40,5,2,2,19116,0,19116,0.656,29,17,12,Increase,0.611,0
EM-14095,Eudokia Martin,United States,Los Angeles,California,90036,West,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,5,6,2,2759,2223,536,1.32,42,57,-15,Decrease,1,0.806
AF-10885,Art Foster,United States,Louisville,Kentucky,40214,South,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,2,3,3,8249,1381,6868,0.798,11,7,4,Increase,0.833,0.167
GA-14725,Guy Armstrong,United States,Lorain,Ohio,44052,East,Existing Customer,38,F,2,Graduate,Single,Unknown,Blue,31,2,3,2,14041,2154,11887,1.084,29,6,23,Increase,1.417,0.153
CK-12760,Cyma Kinney,United States,Linden,New Jersey,7036,East,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,43,5,3,2,5264,2169,3095,0.374,27,22,5,Increase,0.5,0.412
DP-13105,Dave Poirier,United States,Salinas,California,93905,West,Existing Customer,63,F,0,Unknown,Married,Less than $40K,Blue,54,4,2,1,2420,1912,508,1.256,36,20,16,Increase,0.565,0.79
BK-11260,Berenike Kampe,United States,New York City,New York,10035,East,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,4,2,0,2826,2070,756,0.541,28,14,14,Increase,0.647,0.732
SJ-20125,Sanjit Jacobs,United States,New Brunswick,New Jersey,8901,East,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,5,5,2,12518,1539,10979,0.645,33,24,9,Increase,0.833,0.123
CM-12445,Chuck Magee,United States,San Francisco,California,94122,West,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2,1,5876,1297,4579,1.012,55,32,23,Increase,0.719,0.221
AJ-10780,Anthony Jacobs,United States,Springfield,Virginia,22153,South,Existing Customer,48,M,3,Graduate,Single,$80K - $120K,Silver,37,3,2,3,34516,0,34516,0.448,13,6,7,Increase,0.182,0
LS-16945,Linda Southworth,United States,Philadelphia,Pennsylvania,19140,East,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1,2,9648,1926,7722,0.549,22,25,-3,Decrease,1.75,0.2
GP-14740,Guy Phonely,United States,Lancaster,Pennsylvania,17602,East,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3,3,34516,2177,32339,1.32,23,8,15,Increase,1.875,0.063
PK-18910,Paul Knutson,United States,Philadelphia,Pennsylvania,19143,East,Existing Customer,55,F,2,Uneducated,Married,Unknown,Blue,35,3,3,0,3025,2376,649,1.252,23,23,0,Decrease,1.875,0.785
SM-20005,Sally Matthias,United States,New York City,New York,10009,East,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,4,3,3,3265,2517,748,0.952,35,16,19,Increase,0.944,0.771
AG-10765,Anthony Garverick,United States,Philadelphia,Pennsylvania,19120,East,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,3,2,2,6041,1355,4686,0.685,49,53,-4,Decrease,0.581,0.224
PM-19135,Peter McVee,United States,Detroit,Michigan,48227,Central,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,3,2,2293,1823,470,0.617,22,31,-9,Decrease,1.444,0.795
LL-16840,Lauren Leatherbury,United States,Rochester,New York,14609,East,Existing Customer,47,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,36,6,2,2,13399,2505,10894,0.627,31,36,-5,Decrease,0.824,0.187
JS-15595,Jill Stevenson,United States,Los Angeles,California,90045,West,Existing Customer,46,F,3,Unknown,Married,Less than $40K,Blue,38,4,3,3,4317,2517,1800,0.944,36,47,-11,Decrease,1,0.583
EL-13735,Ed Ludwig,United States,Columbia,Maryland,21044,East,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,5,2,0,3378,1069,2309,0.581,16,25,-9,Decrease,0.333,0.316
PC-18745,Pamela Coakley,United States,San Francisco,California,94122,West,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,4,1,3,5012,2242,2770,0.816,28,21,7,Increase,1,0.447
HL-15040,Hunter Lopez,United States,Houston,Texas,77095,Central,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1,0,2569,1605,964,0.574,46,26,20,Increase,0.643,0.625
MS-17365,Maribeth Schnelling,United States,Detroit,Michigan,48227,Central,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,3,1,2,3471,1785,1686,1.051,24,19,5,Increase,0.714,0.514
GB-14530,George Bell,United States,Auburn,New York,13021,East,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,5,3,3,34516,1699,32817,0.771,38,32,6,Increase,0.727,0.049
JR-16210,Justin Ritter,United States,Springfield,Ohio,45503,East,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,6,3,2,3312,1844,1468,0.986,32,14,18,Increase,0.882,0.557
BE-11335,Bill Eplett,United States,Jackson,Michigan,49201,Central,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,4,3,3,2578,2462,116,1.707,29,40,-11,Decrease,0.812,0.955
SC-20050,Sample Company A,United States,Norwich,Connecticut,6360,East,Attrited Customer,54,M,2,Unknown,Married,$40K - $60K,Blue,44,4,3,2,2902,2517,385,0.821,26,8,18,Increase,0.444,0.867
RW-19630,Rob Williams,United States,Dallas,Texas,75220,Central,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,3,2,1,2742,2321,421,1.315,32,15,17,Increase,0.6,0.846
SE-20110,Sanjit Engle,United States,New York City,New York,10009,East,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,5,3,3,2077,1571,506,1.031,38,26,12,Increase,1,0.756
AH-10075,Adam Hart,United States,New York City,New York,10011,East,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,5,1,2,6265,1942,4323,1.027,43,28,15,Increase,0.87,0.31
JM-15535,Jessica Myrick,United States,Philadelphia,Pennsylvania,19143,East,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,3,0,7819,1560,6259,0.827,25,19,6,Increase,0.786,0.2
JJ-15760,Joel Jenkins,United States,Springfield,Virginia,22153,South,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,6,3,3,2731,1692,1039,0.62,22,36,-14,Decrease,0.692,0.62
RK-19300,Ralph Kennedy,United States,Philadelphia,Pennsylvania,19140,East,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,4,3,1438.3,537,901.3,0.819,13,24,-11,Decrease,0.182,0.373
CG-12040,Catherine Glotzbach,United States,Philadelphia,Pennsylvania,19120,East,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,3,1,2,16286,1710,14576,1.223,49,7,42,Increase,1.227,0.105
RP-19270,Rachel Payne,United States,Riverside,California,92503,West,Existing Customer,49,M,1,Graduate,Married,$120K +,Blue,39,3,2,3,34516,0,34516,0.507,31,13,18,Increase,0.938,0
KC-16255,Karen Carlisle,United States,San Francisco,California,94110,West,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,6,1,0,2609,2439,170,1.269,34,11,23,Increase,1.833,0.935
KH-16360,Katherine Hughes,United States,Philadelphia,Pennsylvania,19143,East,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,5,3,2,7567,1173,6394,0.541,32,39,-7,Decrease,0.6,0.155
GH-14665,Greg Hansen,United States,Round Rock,Texas,78664,Central,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,5,3,3,22770,2517,20253,0.994,38,25,13,Increase,0.652,0.111
SW-20275,Scott Williamson,United States,Jackson,Mississippi,39212,South,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,5,1,2,3791,1648,2143,1.227,34,24,10,Increase,0.789,0.435
JA-15970,Joseph Airdo,United States,Phoenix,Arizona,85023,West,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,4,2,2702,2517,185,1.019,32,29,3,Increase,1.462,0.932
DL-12925,Daniel Lacy,United States,Oceanside,California,92054,West,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,3,1,3,2555,2117,438,1.049,32,42,-10,Decrease,0.6,0.829
LW-16990,Lindsay Williams,United States,San Francisco,California,94110,West,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,5,3,2,2355,1090,1265,0.751,29,37,-8,Decrease,0.812,0.463
TB-21190,Thomas Brumley,United States,Fayetteville,Arkansas,72701,South,Existing Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,42,6,2,0,5332,0,5332,0.939,39,53,-14,Decrease,1.167,0
BS-11800,Bryan Spruell,United States,New York City,New York,10011,East,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,3,2,1443,1375,68,0.683,38,20,18,Increase,0.583,0.953
RW-19690,Robert Waldorf,United States,Wilmington,North Carolina,28403,South,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,6,2,3,10741,755,9986,1.166,22,6,16,Increase,1.444,0.07
TZ-21580,Tracy Zic,United States,Louisville,Colorado,80027,West,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,2,0,7984,1503,6481,0.797,39,23,16,Increase,1.167,0.188
AS-10630,Ann Steele,United States,Pasadena,Texas,77506,Central,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,2,2,18584,2517,16067,0.703,34,47,-13,Decrease,1.125,0.135
TS-21340,Toby Swindell,United States,Houston,Texas,77041,Central,Existing Customer,61,F,0,Graduate,Married,Unknown,Blue,56,4,1,3,5585,1465,4120,1.503,31,18,13,Increase,0.722,0.262
SL-20155,Sara Luxemburg,United States,Jacksonville,Florida,32216,South,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,3,2,34516,2165,32351,0.837,32,37,-5,Decrease,0.524,0.063
MW-18235,Mitch Willingham,United States,Virginia Beach,Virginia,23464,South,Existing Customer,50,F,1,Uneducated,Married,Less than $40K,Blue,43,6,3,4,1438.3,0,1438.3,1.068,41,18,23,Increase,1.05,0
RD-19585,Rob Dowd,United States,Henderson,Kentucky,42420,South,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,5,1,0,2478,2031,447,1.284,31,26,5,Increase,0.938,0.82
RA-19945,Ryan Akin,United States,Murrieta,California,92563,West,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,6,3,3,34516,2274,32242,0.788,47,15,32,Increase,0.679,0.066
MT-17815,Meg Tillman,United States,Scottsdale,Arizona,85254,West,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,6,2,3,2339,1440,899,0.431,22,34,-12,Decrease,0.375,0.616
VG-21790,Vivek Gonzalez,United States,San Diego,California,92037,West,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,36,6,3,2,2726,0,2726,0.844,27,41,-14,Decrease,0.588,0
JS-15880,John Stevenson,United States,Seattle,Washington,98103,West,Existing Customer,43,M,4,Unknown,Married,$120K +,Blue,39,3,3,3,14881,848,14033,0.762,23,25,-2,Decrease,1.091,0.057
KM-16225,Kalyca Meade,United States,New York City,New York,10011,East,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3,3,1628,969,659,0.999,15,29,-14,Decrease,2.75,0.595
HR-14770,Hallie Redmond,United States,Los Angeles,California,90045,West,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,5,2,2,3156,1644,1512,1.052,31,22,9,Increase,1.385,0.521
DE-13255,Deanra Eno,United States,Springfield,Ohio,45503,East,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,5,3,0,4745,1270,3475,0.93,31,39,-8,Decrease,0.938,0.268
AG-10390,Allen Goldenen,United States,Cincinnati,Ohio,45231,East,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,5,3,2,19727,1785,17942,0.572,25,14,11,Increase,0.786,0.09
JJ-15445,Jennifer Jackson,United States,Los Angeles,California,90004,West,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,3,2,22720,793,21927,0.685,27,9,18,Increase,0.286,0.035
JH-15430,Jennifer Halladay,United States,Burlington,North Carolina,27217,South,Existing Customer,43,M,4,Unknown,Married,$40K - $60K,Blue,36,5,3,0,8129,1799,6330,0.566,33,13,20,Increase,0.737,0.221
RD-19660,Robert Dilbeck,United States,Saint Peters,Missouri,63376,Central,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,27,6,2,3,3751,1521,2230,0.974,30,25,5,Increase,1.308,0.405
MO-17500,Mary O'Rourke,United States,New York City,New York,10035,East,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,3,5,3,1594,1411,183,0.817,35,34,1,Increase,1.188,0.885
NS-18640,Noel Staavos,United States,Chicago,Illinois,60610,Central,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,4,2,0,2569,1403,1166,0.886,39,27,12,Increase,0.444,0.546
DG-13300,Deirdre Greer,United States,Philadelphia,Pennsylvania,19134,East,Existing Customer,49,F,4,Post-Graduate,Single,Unknown,Blue,44,6,3,2,18206,1586,16620,0.921,48,43,5,Increase,1,0.087
NF-18595,Nicole Fjeld,United States,New York City,New York,10009,East,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,34,6,3,3,3104,1766,1338,0.828,24,18,6,Increase,1.182,0.569
MG-17650,Matthew Grinstein,United States,Philadelphia,Pennsylvania,19143,East,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,41,5,3,2,2406,1560,846,0.751,32,19,13,Increase,0.391,0.648
TS-21160,Theresa Swint,United States,Toledo,Ohio,43615,East,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,5,2,3,24571,1955,22616,1.174,28,13,15,Increase,1,0.08
BD-11620,Brian DeCherney,United States,San Francisco,California,94122,West,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,3,2,3,15534,726,14808,0.556,28,39,-11,Decrease,0.867,0.047
CM-12160,Charles McCrossin,United States,Brownsville,Texas,78521,Central,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,4,2,0,12301,2250,10051,0.484,29,39,-10,Decrease,0.261,0.183
SN-20560,Skye Norling,United States,Los Angeles,California,90008,West,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,26,6,2,3,2846,1818,1028,0.711,37,5,32,Increase,1.176,0.639
EH-14005,Erica Hernandez,United States,Denver,Colorado,80219,West,Existing Customer,58,M,2,Uneducated,Unknown,$120K +,Blue,49,6,2,3,9788,1794,7994,0.778,37,13,24,Increase,0.762,0.183
FO-14305,Frank Olsen,United States,New York City,New York,10035,East,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,36,4,3,3,7231,2381,4850,0.996,23,32,-9,Decrease,1.3,0.329
MS-17710,Maurice Satty,United States,Mesa,Arizona,85204,West,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,6,3,2,2324,1576,748,0.728,37,42,-5,Decrease,1.312,0.678
CC-12100,Chad Cunningham,United States,Columbus,Indiana,47201,Central,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,3,2,3,12208,1980,10228,0.616,34,35,-1,Decrease,0.619,0.162
DW-13540,Don Weiss,United States,Seattle,Washington,98105,West,Attrited Customer,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,5,3,5639,1547,4092,1.087,15,18,-3,Decrease,0.364,0.274
BT-11395,Bill Tyler,United States,Detroit,Michigan,48227,Central,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,3,3,2,10021,1617,8404,0.578,25,14,11,Increase,0.667,0.161
CY-12745,Craig Yedwab,United States,Oakland,California,94601,West,Existing Customer,64,M,0,Unknown,Married,Less than $40K,Blue,56,6,1,0,2215,1915,300,0.794,27,16,11,Increase,0.588,0.865
BT-11485,Brad Thomas,United States,Clinton,Maryland,20735,East,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,3,2,3,2027,1480,547,0.979,37,10,27,Increase,0.947,0.73
PS-19045,Penelope Sewall,United States,Charlotte,North Carolina,28205,South,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,47,6,2,2,6363,1162,5201,0.644,26,38,-12,Decrease,1,0.183
PV-18985,Paul Van Hugh,United States,San Francisco,California,94122,West,Existing Customer,39,F,3,College,Single,Less than $40K,Blue,25,6,1,2,3920,2008,1912,0.944,53,10,43,Increase,0.656,0.512
